cod_pais;nom_pais;REGION;cod_provincia;nom_provincia;cod_depto;nom_depto;a¤o_del_dato;Integrantes_del_naf_con_obra_social;integrantes_del_naf_con_prepaga;integrantes_del_naf_con_sistema_p£blico_de_salud;integrantes_del_naf_sin_cobertura_medica
32;Argentina;NEA;30;ENTRE RIOS;91;TALA;2016;13;0;38;10
32;Argentina;NEA;30;ENTRE RIOS;91;TALA;2017;0;0;0;0
32;Argentina;NEA;30;ENTRE RIOS;98;URUGUAY;2011;3;0;12;0
32;Argentina;NEA;30;ENTRE RIOS;98;URUGUAY;2012;7;0;22;0
32;Argentina;NEA;30;ENTRE RIOS;98;URUGUAY;2013;0;0;6;6
32;Argentina;NEA;30;ENTRE RIOS;98;URUGUAY;2014;9;3;7;9
32;Argentina;NEA;30;ENTRE RIOS;98;URUGUAY;2015;4;0;0;10
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2010;1;0;18;21
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2011;23;0;41;7
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2012;6;0;14;10
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2013;35;0;56;20
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2014;7;0;1;3
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2015;29;11;33;26
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2016;53;4;107;61
32;Argentina;NEA;30;ENTRE RIOS;105;VICTORIA;2017;0;0;0;0
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2009;35;4;136;5
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2010;186;9;372;39
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2011;65;2;205;22
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2012;17;9;74;8
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2014;14;0;13;1
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2015;7;3;40;1
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2016;10;2;15;13
32;Argentina;NEA;30;ENTRE RIOS;113;VILLAGUAY;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2009;16;0;11;31
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2010;181;11;469;93
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2011;93;3;194;56
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2012;20;0;45;4
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2013;22;0;47;2
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2014;39;5;40;23
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2015;1;2;1;0
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2016;1;0;2;0
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;7;BERMEJO;Sin dato;0;0;18;0
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2009;0;0;6;0
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2010;0;0;2;0
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2011;7;7;124;5
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2012;9;0;21;0
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2013;14;4;28;16
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2014;14;15;15;3
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2016;0;0;0;0
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;14;FORMOSA;Sin dato;0;0;4;0
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2011;2;0;30;0
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2012;4;0;28;0
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2013;4;2;16;0
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2014;7;0;17;8
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2015;1;0;0;0
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2016;0;0;0;0
32;Argentina;NEA;34;FORMOSA;21;LAISHI;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;28;MATACOS;2010;96;0;416;66
32;Argentina;NEA;34;FORMOSA;28;MATACOS;2012;14;0;26;0
32;Argentina;NEA;34;FORMOSA;28;MATACOS;2013;0;0;1;0
32;Argentina;NEA;34;FORMOSA;28;MATACOS;2014;1;0;3;4
32;Argentina;NEA;34;FORMOSA;28;MATACOS;2015;2;0;5;0
32;Argentina;NEA;34;FORMOSA;28;MATACOS;2016;0;0;25;3
32;Argentina;NEA;34;FORMOSA;28;MATACOS;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2009;129;0;323;112
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2010;290;15;947;307
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2011;47;0;146;23
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2012;14;0;43;2
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2013;67;6;245;41
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2014;24;3;38;5
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2015;9;1;8;0
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2016;2;0;14;0
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;35;PATI¥O;Sin dato;4;0;1;0
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2009;120;26;332;119
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2010;143;8;256;81
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2011;92;7;198;25
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2012;0;0;14;0
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2013;0;0;2;0
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2014;10;0;16;0
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2015;9;6;5;8
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;42;PILAGAS;Sin dato;0;0;3;0
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2009;123;0;327;129
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2010;281;12;825;196
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2011;172;48;837;77
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2012;62;3;188;10
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2013;23;0;34;0
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2014;62;12;101;37
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2015;2;0;15;3
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2016;4;0;0;0
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;49;PILCOMAYO;Sin dato;3;0;27;0
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2009;105;1;372;43
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2010;218;5;741;135
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2011;53;0;229;6
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2012;27;0;55;27
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2013;83;11;219;36
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2014;131;16;113;23
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2015;78;29;121;28
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2016;4;2;10;0
32;Argentina;NEA;34;FORMOSA;56;PIRANE;2017;0;0;0;0
32;Argentina;NEA;34;FORMOSA;56;PIRANE;Sin dato;1;0;0;0
32;Argentina;NEA;34;FORMOSA;63;RAMON LISTA;2010;7;0;96;0
32;Argentina;NEA;34;FORMOSA;63;RAMON LISTA;2011;0;0;1;0
32;Argentina;NEA;34;FORMOSA;63;RAMON LISTA;2013;10;1;20;9
32;Argentina;NEA;34;FORMOSA;63;RAMON LISTA;2014;118;16;132;45
32;Argentina;NEA;34;FORMOSA;63;RAMON LISTA;2015;0;1;8;0
32;Argentina;NEA;34;FORMOSA;63;RAMON LISTA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2009;36;17;240;1
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2010;113;0;573;130
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2011;72;1;140;32
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2012;67;2;95;84
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2013;40;9;95;8
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2014;8;0;18;8
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2015;0;3;1;5
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;7;COCHINOCA;Sin dato;10;2;16;8
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2010;5;0;23;18
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2011;0;0;7;2
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2012;6;1;11;5
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2013;30;13;28;22
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2014;22;0;17;0
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2015;7;0;0;0
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;21;DOCTOR MANUEL BELGRANO;Sin dato;1;4;5;7
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2009;37;4;72;63
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2010;18;0;202;21
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2011;30;0;108;3
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2012;19;2;24;0
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2013;14;15;27;16
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2014;1;0;11;4
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2016;3;0;0;0
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;14;EL CARMEN;Sin dato;5;0;3;9
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2010;35;0;184;7
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2011;38;0;64;2
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2012;99;3;172;26
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2013;24;4;58;2
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2014;12;0;23;8
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2015;0;0;1;1
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;28;HUMAHUACA;Sin dato;14;0;31;15
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2009;21;0;26;10
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2010;43;6;343;20
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2011;40;1;106;3
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2012;13;0;44;18
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2013;47;0;69;44
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2014;12;9;46;9
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2015;0;0;4;0
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;35;LEDESMA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;35;LEDESMA;Sin dato;0;0;1;5
32;Argentina;NOA;38;JUJUY;42;PALPALA;2009;2;0;57;0
32;Argentina;NOA;38;JUJUY;42;PALPALA;2010;7;2;29;4
32;Argentina;NOA;38;JUJUY;42;PALPALA;2011;0;0;4;0
32;Argentina;NOA;38;JUJUY;42;PALPALA;2012;1;0;41;2
32;Argentina;NOA;38;JUJUY;42;PALPALA;2013;2;0;9;4
32;Argentina;NOA;38;JUJUY;42;PALPALA;2014;7;0;48;0
32;Argentina;NOA;38;JUJUY;42;PALPALA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;42;PALPALA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;42;PALPALA;Sin dato;2;0;0;0
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2010;14;1;53;19
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2011;28;5;31;5
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2012;1;0;17;0
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2013;9;0;31;5
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2014;7;0;18;0
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2015;58;0;42;15
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2016;1;0;5;0
32;Argentina;NOA;38;JUJUY;49;RINCONADA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;49;RINCONADA;Sin dato;14;0;21;10
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;2010;0;0;19;1
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;2012;0;0;7;0
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;2013;1;0;7;10
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;Sin dato;0;0;2;0
32;Argentina;NOA;38;JUJUY;63;SAN PEDRO;2010;0;0;0;0
32;Argentina;NOA;38;JUJUY;63;SAN PEDRO;2012;5;0;2;3
32;Argentina;NOA;38;JUJUY;63;SAN PEDRO;2013;6;0;52;4
32;Argentina;NOA;38;JUJUY;63;SAN PEDRO;2014;1;0;0;0
32;Argentina;NOA;38;JUJUY;63;SAN PEDRO;2015;23;0;37;13
32;Argentina;NOA;38;JUJUY;63;SAN PEDRO;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;63;SAN PEDRO;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2009;6;0;33;0
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2010;25;0;135;0
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2011;23;0;56;3
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2012;18;0;8;0
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2013;15;1;34;0
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2014;40;6;57;26
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2015;2;1;4;5
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;70;SANTA BARBARA;Sin dato;0;0;0;1
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;2010;20;5;4;6
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;2011;11;0;192;9
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;2012;44;0;98;2
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;2013;65;20;120;15
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;2014;15;0;17;11
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;77;SANTA CATALINA;Sin dato;0;0;10;1
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2009;1;0;0;5
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2010;56;0;208;20
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2011;16;0;57;4
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2012;1;0;0;0
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2013;7;0;16;0
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2014;42;14;68;15
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;84;SUSQUES;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;94;TILCARA;2009;0;0;7;0
32;Argentina;NOA;38;JUJUY;94;TILCARA;2010;67;2;199;16
32;Argentina;NOA;38;JUJUY;94;TILCARA;2011;19;5;64;6
32;Argentina;NOA;38;JUJUY;94;TILCARA;2012;8;0;101;0
32;Argentina;NOA;38;JUJUY;94;TILCARA;2013;6;2;41;7
32;Argentina;NOA;38;JUJUY;94;TILCARA;2014;15;0;41;5
32;Argentina;NOA;38;JUJUY;94;TILCARA;2015;1;0;0;0
32;Argentina;NOA;38;JUJUY;94;TILCARA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;94;TILCARA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;94;TILCARA;Sin dato;0;1;6;16
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2010;9;0;103;15
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2011;4;0;17;16
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2012;74;3;204;45
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2013;65;2;131;39
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2014;17;0;49;9
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2015;0;0;3;4
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;98;TUMBAYA;Sin dato;4;0;9;11
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;2009;17;8;100;14
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;2010;62;5;294;9
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;2011;64;0;106;39
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;2012;8;0;12;9
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;2013;8;0;15;7
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;2016;0;0;0;0
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;105;VALLE GRANDE;Sin dato;0;0;6;0
32;Argentina;NOA;38;JUJUY;112;YAVI;2009;28;0;90;1
32;Argentina;NOA;38;JUJUY;112;YAVI;2010;131;5;482;52
32;Argentina;NOA;38;JUJUY;112;YAVI;2011;97;2;364;50
32;Argentina;NOA;38;JUJUY;112;YAVI;2012;26;2;61;10
32;Argentina;NOA;38;JUJUY;112;YAVI;2013;17;5;110;22
32;Argentina;NOA;38;JUJUY;112;YAVI;2014;11;0;19;8
32;Argentina;NOA;38;JUJUY;112;YAVI;2015;10;1;12;1
32;Argentina;NOA;38;JUJUY;112;YAVI;2016;1;0;0;0
32;Argentina;NOA;38;JUJUY;112;YAVI;2017;0;0;0;0
32;Argentina;NOA;38;JUJUY;112;YAVI;Sin dato;0;0;2;0
32;Argentina;PATAGONIA;42;LA PAMPA;7;ATREUCO;2010;2;0;1;0
32;Argentina;PATAGONIA;42;LA PAMPA;7;ATREUCO;2011;7;0;17;3
32;Argentina;PATAGONIA;42;LA PAMPA;7;ATREUCO;2013;0;2;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;7;ATREUCO;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;7;ATREUCO;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;14;CALEU CALEU;2009;7;0;15;0
32;Argentina;PATAGONIA;42;LA PAMPA;14;CALEU CALEU;2010;4;0;30;0
32;Argentina;PATAGONIA;42;LA PAMPA;14;CALEU CALEU;2011;0;0;6;0
32;Argentina;PATAGONIA;42;LA PAMPA;14;CALEU CALEU;2012;4;0;4;0
32;Argentina;PATAGONIA;42;LA PAMPA;14;CALEU CALEU;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;14;CALEU CALEU;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;2009;0;0;12;4
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;2010;60;0;75;39
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;2011;24;2;41;4
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;2012;13;0;19;0
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;2013;4;0;29;1
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;21;CAPITAL;Sin dato;3;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;28;CATRILO;2011;0;0;3;0
32;Argentina;PATAGONIA;42;LA PAMPA;28;CATRILO;2012;0;0;4;0
32;Argentina;PATAGONIA;42;LA PAMPA;28;CATRILO;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;28;CATRILO;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;49;CHALILEO;2009;4;0;1;0
32;Argentina;PATAGONIA;42;LA PAMPA;49;CHALILEO;2010;43;0;59;25
32;Argentina;PATAGONIA;42;LA PAMPA;49;CHALILEO;2011;42;3;98;16
32;Argentina;PATAGONIA;42;LA PAMPA;49;CHALILEO;2012;22;0;47;3
32;Argentina;PATAGONIA;42;LA PAMPA;49;CHALILEO;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;56;CHAPALEUFU;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;63;CHICAL CO;2009;5;0;2;0
32;Argentina;PATAGONIA;42;LA PAMPA;63;CHICAL CO;2010;54;0;67;19
32;Argentina;PATAGONIA;42;LA PAMPA;63;CHICAL CO;2011;20;0;50;3
32;Argentina;PATAGONIA;42;LA PAMPA;63;CHICAL CO;2012;3;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;63;CHICAL CO;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;63;CHICAL CO;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;2009;8;0;21;0
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;2010;31;0;102;5
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;2011;28;0;31;18
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;2012;10;0;19;7
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;2013;3;0;16;0
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;35;CONHELO;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;42;CURACO;2010;0;0;4;3
32;Argentina;PATAGONIA;42;LA PAMPA;42;CURACO;2011;6;0;65;18
32;Argentina;PATAGONIA;42;LA PAMPA;42;CURACO;2012;0;0;6;0
32;Argentina;PATAGONIA;42;LA PAMPA;70;GUATRACHE;2009;26;0;88;8
32;Argentina;PATAGONIA;42;LA PAMPA;70;GUATRACHE;2010;72;0;250;118
32;Argentina;PATAGONIA;42;LA PAMPA;70;GUATRACHE;2011;17;0;53;10
32;Argentina;PATAGONIA;42;LA PAMPA;70;GUATRACHE;2012;18;0;7;0
32;Argentina;PATAGONIA;42;LA PAMPA;70;GUATRACHE;2013;0;0;9;0
32;Argentina;PATAGONIA;42;LA PAMPA;70;GUATRACHE;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;70;GUATRACHE;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;77;HUCAL;2009;18;0;72;0
32;Argentina;PATAGONIA;42;LA PAMPA;77;HUCAL;2010;21;0;37;2
32;Argentina;PATAGONIA;42;LA PAMPA;77;HUCAL;2011;22;8;48;11
32;Argentina;PATAGONIA;42;LA PAMPA;77;HUCAL;2012;0;0;13;3
32;Argentina;PATAGONIA;42;LA PAMPA;77;HUCAL;2013;2;0;2;0
32;Argentina;PATAGONIA;42;LA PAMPA;77;HUCAL;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;2010;7;0;19;1
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;2011;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;2012;0;0;1;0
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;2013;5;0;28;0
32;Argentina;PATAGONIA;42;LA PAMPA;84;LIHUEL CALEL;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;91;LIMAY MAHUIDA;2010;0;0;4;5
32;Argentina;PATAGONIA;42;LA PAMPA;91;LIMAY MAHUIDA;2011;19;0;14;9
32;Argentina;PATAGONIA;42;LA PAMPA;91;LIMAY MAHUIDA;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;98;LOVENTUE;2009;19;0;22;4
32;Argentina;PATAGONIA;42;LA PAMPA;98;LOVENTUE;2010;9;0;28;30
32;Argentina;PATAGONIA;42;LA PAMPA;98;LOVENTUE;2011;10;0;0;9
32;Argentina;PATAGONIA;42;LA PAMPA;98;LOVENTUE;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;98;LOVENTUE;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;105;MARACO;2010;0;0;3;0
32;Argentina;PATAGONIA;42;LA PAMPA;105;MARACO;2011;10;2;37;0
32;Argentina;PATAGONIA;42;LA PAMPA;105;MARACO;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;2009;51;8;56;38
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;2010;32;2;136;18
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;2011;43;11;59;6
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;2012;4;0;15;0
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;2013;2;0;3;0
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;2016;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;2017;0;0;0;0
32;Argentina;PATAGONIA;42;LA PAMPA;112;PUELEN;Sin dato;4;0;4;0
32;Argentina;PATAGONIA;42;LA PAMPA;119;QUEMU QUEMU;2009;0;0;0;4
32;Argentina;PATAGONIA;42;LA PAMPA;119;QUEMU QUEMU;2010;8;0;29;4
32;Argentina;PATAGONIA;42;LA PAMPA;119;QUEMU QUEMU;2011;7;0;35;1
32;Argentina;PATAGONIA;42;LA PAMPA;119;QUEMU QUEMU;2012;11;0;19;0
