cod_pais,nom_pais,region,cod_provincia,nom_provincia,cod_depto,nom_depto,año_de_registro,Cant_de_naf,integ_del_NAF,sin_educacion_formal,educacion_inicial,educacion_primaria,educacion_secundaria,educacion_cens,educacion_superior,educacion_especial
32,Argentina,NEA,54,MISIONES,7,APOSTOLES,2014,40,124,3,5,61,30,0,9,0
32,Argentina,NEA,54,MISIONES,7,APOSTOLES,2015,209,597,14,11,310,143,11,42,0
32,Argentina,NEA,54,MISIONES,7,APOSTOLES,2016,12,34,3,0,15,9,0,1,0
32,Argentina,NEA,54,MISIONES,7,APOSTOLES,2017,50,155,12,1,85,45,0,12,0
32,Argentina,NEA,54,MISIONES,7,APOSTOLES,Sin dato,13,23,0,0,19,2,0,2,0
32,Argentina,CUYO,46,LA RIOJA,7,ARAUCO,2012,26,89,4,4,24,22,0,34,0
32,Argentina,CUYO,46,LA RIOJA,7,ARAUCO,2013,120,307,13,11,122,92,0,38,0
32,Argentina,CUYO,46,LA RIOJA,7,ARAUCO,2014,1,1,0,0,0,1,0,0,0
32,Argentina,CUYO,46,LA RIOJA,7,ARAUCO,2015,5,16,2,0,5,4,0,5,0
32,Argentina,CUYO,46,LA RIOJA,7,ARAUCO,2016,5,9,2,0,5,2,0,0,0
32,Argentina,CUYO,46,LA RIOJA,7,ARAUCO,2017,6,22,0,0,18,3,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,77,ARRECIFES,2009,1,7,0,1,5,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,77,ARRECIFES,2010,38,101,2,6,58,23,0,12,0
32,Argentina,CENTRO,6,BUENOS AIRES,77,ARRECIFES,2012,4,18,0,0,10,8,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,77,ARRECIFES,2014,4,17,0,0,5,9,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,77,ARRECIFES,2016,1,1,0,0,1,0,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,21,ATAMISQUI,2009,1,5,1,1,3,0,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,21,ATAMISQUI,2010,401,1752,173,158,1215,180,3,19,3
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,21,ATAMISQUI,2011,128,605,90,47,383,69,11,5,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,21,ATAMISQUI,2012,10,37,2,1,21,10,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,21,ATAMISQUI,2015,1,2,0,0,2,0,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,21,ATAMISQUI,2016,2,4,0,1,2,0,1,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,21,ATAMISQUI,2017,13,57,7,1,46,3,0,0,0
32,Argentina,PATAGONIA,42,LA PAMPA,7,ATREUCO,2010,1,4,1,1,0,0,0,2,0
32,Argentina,PATAGONIA,42,LA PAMPA,7,ATREUCO,2011,8,13,1,0,7,4,0,1,0
32,Argentina,PATAGONIA,42,LA PAMPA,7,ATREUCO,2013,1,1,0,0,0,1,0,0,0
32,Argentina,PATAGONIA,42,LA PAMPA,7,ATREUCO,2016,8,21,1,0,11,6,0,3,0
32,Argentina,PATAGONIA,42,LA PAMPA,7,ATREUCO,2017,5,13,1,0,4,6,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,35,AVELLANEDA,2011,4,12,0,0,11,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,35,AVELLANEDA,2012,15,33,0,0,7,19,2,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,35,AVELLANEDA,2013,1,1,0,0,0,1,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2009,32,164,3,8,105,12,0,12,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2010,631,2895,307,197,2093,212,2,47,2
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2011,360,1539,214,80,1054,160,0,29,2
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2012,27,64,4,6,50,2,0,2,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2013,1,3,0,0,2,0,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2014,7,29,0,2,20,5,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2015,4,10,1,0,6,1,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2016,13,28,1,3,16,6,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,2017,97,400,27,4,313,49,0,7,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,28,AVELLANEDA,Sin dato,23,95,12,4,60,5,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,14,AVELLANEDA,2012,111,411,33,47,182,96,3,44,1
32,Argentina,PATAGONIA,62,RIO NEGRO,14,AVELLANEDA,2017,5,20,0,0,15,3,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,42,AYACUCHO,2012,4,15,0,0,9,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,42,AYACUCHO,2013,11,50,0,5,27,16,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,42,AYACUCHO,2015,2,6,0,0,4,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,42,AYACUCHO,2016,10,21,0,1,7,3,0,6,0
32,Argentina,CENTRO,6,BUENOS AIRES,42,AYACUCHO,2017,6,11,1,0,5,5,0,0,0
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,2009,54,165,14,18,100,24,0,4,0
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,2010,100,291,26,41,140,52,4,27,1
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,2011,37,105,5,29,52,16,0,3,0
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,2012,15,45,0,5,13,16,0,11,0
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,2013,7,11,1,0,4,2,3,1,0
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,2016,33,51,0,1,40,8,0,2,0
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,2017,30,37,1,0,28,6,0,2,0
32,Argentina,CUYO,74,SAN LUIS,7,AYACUCHO,Sin dato,4,6,0,1,4,0,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2010,7,28,1,3,6,3,8,7,0
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2011,3,4,0,0,1,1,1,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2012,23,70,2,1,27,35,0,4,1
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2013,42,137,8,3,65,37,0,22,1
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2014,21,71,3,4,26,18,0,16,0
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2015,12,37,3,1,12,10,0,9,0
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2016,5,16,0,0,7,4,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,49,AZUL,2017,4,14,2,0,6,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2009,9,31,0,0,16,7,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2010,10,46,2,2,24,12,1,4,1
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2011,14,48,3,4,21,19,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2012,19,53,1,0,23,18,0,11,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2013,17,68,3,5,29,22,0,9,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2014,10,29,0,2,6,11,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2015,6,22,1,2,12,4,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2016,4,5,0,0,4,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,2017,3,8,1,0,4,0,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,56,BAHIA BLANCA,Sin dato,2,4,1,0,3,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2009,5,12,0,1,6,5,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2010,31,109,3,9,65,19,0,6,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2011,38,109,5,8,66,22,0,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2012,24,83,9,5,29,20,1,16,3
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2013,36,123,3,8,54,43,1,14,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2014,34,77,3,0,46,23,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2015,19,35,0,0,23,9,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2016,15,37,0,0,23,7,0,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,2017,21,48,1,0,21,15,0,11,0
32,Argentina,CENTRO,6,BUENOS AIRES,63,BALCARCE,Sin dato,1,1,0,0,1,0,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2009,15,59,3,8,28,4,1,0,1
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2010,666,2746,262,141,1945,319,14,43,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2011,352,1121,83,83,824,112,3,15,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2012,75,247,28,20,167,22,1,8,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2013,6,14,1,0,8,5,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2014,3,6,0,0,4,1,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2015,19,64,2,3,28,19,3,6,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2016,4,17,1,0,13,3,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,2017,57,215,9,3,169,29,1,4,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,35,BANDA,Sin dato,2,13,0,3,8,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2009,20,82,9,2,57,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2010,17,71,2,10,37,21,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2011,11,40,3,3,20,14,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2012,27,67,4,2,48,13,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2013,5,20,1,2,8,9,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2014,11,39,3,1,12,18,1,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2015,10,38,1,0,21,14,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2016,7,22,3,1,15,3,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,2017,4,8,2,0,4,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,70,BARADERO,Sin dato,1,2,0,0,0,0,0,0,0
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2009,44,127,12,29,49,32,0,3,0
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2010,38,115,7,5,52,31,0,19,0
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2011,1,3,1,0,0,1,0,1,0
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2012,16,58,5,0,19,25,0,7,2
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2013,57,201,12,18,91,52,5,18,1
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2014,38,109,7,2,32,40,1,18,1
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2015,27,75,5,4,21,25,1,15,0
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2016,24,70,2,4,23,19,1,15,0
32,Argentina,PATAGONIA,62,RIO NEGRO,21,BARILOCHE,2017,43,115,10,0,46,35,0,24,0
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2009,12,61,15,0,34,11,0,0,0
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2010,202,834,66,41,456,200,3,65,3
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2011,39,111,6,6,64,24,0,11,0
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2012,165,430,38,13,289,68,1,18,1
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2013,16,40,2,0,25,12,0,0,0
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2014,13,19,2,0,9,4,0,3,0
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2016,10,39,2,0,23,6,0,6,0
32,Argentina,NOA,10,CATAMARCA,35,BELEN,2017,97,218,19,0,98,67,0,34,0
32,Argentina,NOA,10,CATAMARCA,35,BELEN,Sin dato,43,190,7,4,60,50,0,18,0
32,Argentina,CENTRO,82,SANTA FE,7,BELGRANO,2017,10,18,0,0,16,2,0,0,0
32,Argentina,CENTRO,82,SANTA FE,7,BELGRANO,Sin dato,3,3,0,0,2,1,0,0,0
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2009,22,63,3,14,29,16,0,0,0
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2010,83,242,13,6,138,55,16,12,1
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2011,29,79,13,4,47,10,0,4,1
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2012,42,114,10,14,55,33,0,2,0
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2013,26,56,1,5,23,20,2,5,0
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2014,100,287,12,38,149,74,0,9,0
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2015,26,84,2,5,19,30,0,21,1
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2016,34,86,3,14,36,18,0,3,0
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,2017,10,17,2,0,8,7,0,0,0
32,Argentina,CENTRO,82,SANTA FE,42,BELGRANO,Sin dato,3,7,1,0,5,1,0,0,0
32,Argentina,CUYO,74,SAN LUIS,14,BELGRANO,2009,61,184,21,6,138,13,0,2,0
32,Argentina,CUYO,74,SAN LUIS,14,BELGRANO,2010,15,40,3,2,30,4,1,0,0
32,Argentina,CUYO,74,SAN LUIS,14,BELGRANO,2011,3,5,0,0,5,0,0,0,0
32,Argentina,CUYO,74,SAN LUIS,14,BELGRANO,2012,13,32,0,9,13,10,0,0,0
32,Argentina,CUYO,74,SAN LUIS,14,BELGRANO,2013,1,4,1,0,2,1,0,0,0
32,Argentina,CUYO,74,SAN LUIS,14,BELGRANO,2016,7,8,0,0,5,3,0,0,0
32,Argentina,CUYO,74,SAN LUIS,14,BELGRANO,2017,27,34,0,0,29,5,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,42,BELGRANO,2016,1,1,0,0,0,0,0,0,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2009,10,44,3,1,32,7,0,1,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2010,134,512,44,52,329,78,0,7,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2011,108,381,19,31,238,69,2,9,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2012,86,239,25,6,143,52,1,3,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2013,4,11,0,0,7,4,0,0,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2014,31,104,3,4,54,27,0,11,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2015,32,85,2,4,42,28,0,3,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2016,10,24,0,0,5,2,0,0,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,2017,12,17,0,0,7,5,0,5,0
32,Argentina,NEA,18,CORRIENTES,7,BELLA VISTA,Sin dato,10,22,2,0,15,4,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,84,BENITO JUAREZ,2010,1,10,0,0,7,3,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,84,BENITO JUAREZ,2011,28,107,4,10,52,34,1,2,1
32,Argentina,CENTRO,6,BUENOS AIRES,84,BENITO JUAREZ,2014,16,23,0,0,5,18,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,84,BENITO JUAREZ,2015,5,9,0,0,1,4,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,84,BENITO JUAREZ,2016,14,17,0,0,7,8,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,84,BENITO JUAREZ,2017,12,12,0,0,6,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2009,52,184,24,8,76,54,0,8,1
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2010,42,159,13,31,72,36,1,4,2
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2011,184,614,57,38,306,179,13,19,1
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2012,55,176,23,22,72,44,1,12,1
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2013,30,100,10,11,60,16,1,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2014,8,26,4,1,11,6,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2015,49,125,14,14,67,29,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2016,58,122,16,0,72,26,1,6,0
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,2017,65,158,32,0,90,32,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,91,BERAZATEGUI,Sin dato,53,128,15,5,72,23,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2010,5,14,0,1,7,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2011,25,41,3,4,8,9,2,15,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2012,16,32,1,0,8,13,5,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2013,3,7,0,0,1,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2014,1,2,0,0,0,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2015,5,13,2,0,6,3,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2016,3,4,0,0,1,2,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,2017,5,13,0,0,3,5,0,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,98,BERISSO,Sin dato,1,4,0,0,0,4,0,0,0
32,Argentina,NEA,22,CHACO,14,BERMEJO,2009,1,6,0,1,5,0,0,0,0
32,Argentina,NEA,22,CHACO,14,BERMEJO,2010,23,83,8,18,34,19,0,3,0
32,Argentina,NEA,22,CHACO,14,BERMEJO,2011,43,195,15,73,68,28,2,8,1
32,Argentina,NEA,22,CHACO,14,BERMEJO,2012,16,84,2,4,55,22,0,1,0
32,Argentina,NEA,22,CHACO,14,BERMEJO,2014,1,1,0,0,0,1,0,0,0
32,Argentina,NEA,22,CHACO,14,BERMEJO,2015,26,118,7,3,38,33,7,4,4
32,Argentina,NEA,22,CHACO,14,BERMEJO,2016,1,1,0,0,1,0,0,0,0
32,Argentina,NEA,22,CHACO,14,BERMEJO,2017,131,431,42,4,244,130,0,11,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2009,26,114,13,5,71,24,1,0,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2010,228,966,144,123,579,114,2,4,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2011,104,513,126,36,305,40,3,3,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2012,24,57,21,3,27,6,0,0,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2013,26,61,9,6,29,13,0,2,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2014,45,185,38,9,105,19,0,3,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2015,3,6,0,1,5,0,0,0,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2016,2,3,0,0,2,1,0,0,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,2017,37,99,11,1,69,16,0,2,0
32,Argentina,NEA,34,FORMOSA,7,BERMEJO,Sin dato,3,15,9,0,6,0,0,0,0
32,Argentina,NEA,18,CORRIENTES,14,BERON DE ASTRADA,2010,10,50,7,3,33,6,0,1,0
32,Argentina,NEA,18,CORRIENTES,14,BERON DE ASTRADA,2011,25,94,7,11,60,14,1,1,0
32,Argentina,NEA,18,CORRIENTES,14,BERON DE ASTRADA,2012,21,69,7,4,41,15,1,0,0
32,Argentina,NEA,18,CORRIENTES,14,BERON DE ASTRADA,2013,17,69,3,1,48,16,0,0,0
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,2009,9,32,0,1,16,9,0,6,0
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,2010,19,60,3,5,26,15,1,10,0
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,2011,40,172,15,20,88,43,1,3,1
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,2012,62,212,14,12,95,74,0,15,1
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,2013,7,31,1,1,12,15,0,2,0
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,2015,9,29,2,0,19,1,0,0,1
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,2017,3,6,1,0,3,1,0,1,0
32,Argentina,PATAGONIA,26,CHUBUT,7,BIEDMA,Sin dato,4,9,0,0,5,1,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2009,3,13,0,0,3,6,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2010,57,172,7,8,68,77,1,10,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2011,11,32,0,5,10,14,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2012,13,36,0,3,19,11,1,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2013,41,95,4,7,44,29,0,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2014,33,104,4,7,37,41,0,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2015,59,164,1,3,71,70,0,8,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2016,2,4,0,0,1,3,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,105,BOLIVAR,2017,4,10,2,0,3,2,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2009,8,30,0,1,7,17,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2010,31,114,5,9,52,42,1,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2011,15,46,4,8,12,20,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2012,113,259,12,22,117,91,1,14,1
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2013,10,26,1,2,12,10,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2015,1,4,0,3,0,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2016,4,12,0,0,9,0,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,2017,1,1,0,0,0,0,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,112,BRAGADO,Sin dato,10,27,1,0,5,3,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,119,BRANDSEN,2012,26,57,4,12,38,2,1,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,119,BRANDSEN,2014,4,4,0,0,3,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,119,BRANDSEN,2016,3,4,0,0,3,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,119,BRANDSEN,2017,7,19,1,0,15,3,0,0,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,2011,46,170,16,58,44,43,2,7,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,2012,43,168,16,4,100,38,1,9,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,2013,19,62,4,2,30,23,0,2,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,2014,5,26,0,0,6,17,0,2,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,2015,8,22,0,0,10,9,0,1,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,2016,8,28,2,0,19,7,0,0,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,2017,10,36,0,1,15,13,0,7,0
32,Argentina,NOA,90,TUCUMAN,7,BURRUYACU,Sin dato,4,9,0,0,1,2,0,0,0
32,Argentina,NOA,66,SALTA,14,CACHI,2010,7,39,2,3,16,16,1,1,0
32,Argentina,NOA,66,SALTA,14,CACHI,2011,92,427,40,20,258,98,3,7,1
32,Argentina,NOA,66,SALTA,14,CACHI,2012,39,184,16,5,99,56,1,6,0
32,Argentina,NOA,66,SALTA,14,CACHI,2013,45,159,13,5,101,29,0,7,3
32,Argentina,NOA,66,SALTA,14,CACHI,2014,19,71,5,6,40,9,2,4,1
32,Argentina,NOA,66,SALTA,14,CACHI,2015,2,10,1,0,2,4,0,0,0
32,Argentina,NOA,66,SALTA,14,CACHI,2016,3,7,0,1,3,3,0,0,0
32,Argentina,NOA,66,SALTA,14,CACHI,2017,21,64,8,0,35,19,0,2,0
32,Argentina,NOA,66,SALTA,21,CAFAYATE,2010,26,106,14,3,67,16,0,6,0
32,Argentina,NOA,66,SALTA,21,CAFAYATE,2011,36,160,9,8,66,52,0,24,0
32,Argentina,NOA,66,SALTA,21,CAFAYATE,2012,2,5,0,0,5,0,0,0,0
32,Argentina,NOA,66,SALTA,21,CAFAYATE,2013,13,69,2,1,31,24,0,9,0
32,Argentina,NOA,66,SALTA,21,CAFAYATE,2014,2,10,0,0,4,3,0,1,0
32,Argentina,NOA,66,SALTA,21,CAFAYATE,2017,21,52,2,0,30,18,0,2,0
32,Argentina,NEA,54,MISIONES,14,CAINGUAS,2009,347,1408,76,77,929,181,0,10,3
32,Argentina,NEA,54,MISIONES,14,CAINGUAS,2010,398,1444,162,128,976,141,1,22,0
32,Argentina,NEA,54,MISIONES,14,CAINGUAS,2011,140,455,56,17,283,90,0,8,0
32,Argentina,NEA,54,MISIONES,14,CAINGUAS,2012,111,254,25,4,184,40,0,0,0
