cod_pais,nom_pais,region,cod_provincia,nom_provincia,cod_depto,nom_depto,año_de_registro,Cant_de_naf,integ_del_NAF,sin_educacion_formal,educacion_inicial,educacion_primaria,educacion_secundaria,educacion_cens,educacion_superior,educacion_especial
32,Argentina,CUYO,70,SAN JUAN,49,IGLESIA,2011,56,217,16,8,135,45,1,5,7
32,Argentina,CUYO,70,SAN JUAN,49,IGLESIA,2012,9,35,1,0,17,13,1,3,0
32,Argentina,CUYO,70,SAN JUAN,49,IGLESIA,2013,18,50,4,1,21,8,2,5,1
32,Argentina,CUYO,70,SAN JUAN,49,IGLESIA,2014,20,74,1,3,35,27,0,1,0
32,Argentina,CUYO,70,SAN JUAN,49,IGLESIA,2017,14,25,1,0,17,7,0,0,0
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2009,92,366,38,15,240,56,1,2,4
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2010,220,692,115,23,454,85,6,7,1
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2011,94,267,37,12,185,30,0,3,0
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2012,46,143,15,10,97,14,2,5,0
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2013,17,51,9,0,31,6,0,0,0
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2014,59,190,26,16,84,36,1,5,0
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2015,85,291,40,47,124,31,0,7,1
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2016,42,98,7,1,73,11,0,4,0
32,Argentina,NEA,54,MISIONES,63,IGUAZU,2017,32,76,5,2,50,18,0,1,0
32,Argentina,NEA,54,MISIONES,63,IGUAZU,Sin dato,16,40,4,0,23,0,0,0,0
32,Argentina,CUYO,46,LA RIOJA,105,INDEPENDENCIA,2010,2,4,0,0,2,0,1,1,0
32,Argentina,CUYO,46,LA RIOJA,105,INDEPENDENCIA,2012,1,2,0,0,0,2,0,0,0
32,Argentina,CUYO,46,LA RIOJA,105,INDEPENDENCIA,2013,14,37,1,2,29,4,0,0,0
32,Argentina,CUYO,46,LA RIOJA,105,INDEPENDENCIA,2017,16,49,3,0,37,8,0,1,0
32,Argentina,NEA,22,CHACO,70,INDEPENDENCIA,2010,21,76,12,7,49,7,0,1,0
32,Argentina,NEA,22,CHACO,70,INDEPENDENCIA,2011,43,175,8,50,86,29,0,0,0
32,Argentina,NEA,22,CHACO,70,INDEPENDENCIA,2013,2,6,0,0,5,1,0,0,0
32,Argentina,NEA,22,CHACO,70,INDEPENDENCIA,2014,29,105,11,0,65,21,0,0,1
32,Argentina,NEA,22,CHACO,70,INDEPENDENCIA,2016,3,8,0,1,6,0,0,0,0
32,Argentina,NEA,22,CHACO,70,INDEPENDENCIA,2017,4,18,3,0,9,4,0,2,0
32,Argentina,CENTRO,82,SANTA FE,56,IRIONDO,2010,9,37,5,3,12,10,0,7,0
32,Argentina,CENTRO,82,SANTA FE,56,IRIONDO,2011,31,114,6,5,66,27,2,7,1
32,Argentina,CENTRO,82,SANTA FE,56,IRIONDO,2012,3,6,1,1,0,2,0,2,0
32,Argentina,CENTRO,82,SANTA FE,56,IRIONDO,2013,9,22,0,0,9,10,0,3,0
32,Argentina,CENTRO,82,SANTA FE,56,IRIONDO,2016,10,26,0,3,9,9,0,3,0
32,Argentina,NOA,66,SALTA,70,IRUYA,2010,72,296,48,22,182,41,0,1,2
32,Argentina,NOA,66,SALTA,70,IRUYA,2011,135,541,73,51,290,114,2,10,1
32,Argentina,NOA,66,SALTA,70,IRUYA,2012,54,241,29,20,148,43,0,1,0
32,Argentina,NOA,66,SALTA,70,IRUYA,2013,149,625,65,32,359,160,1,5,1
32,Argentina,NOA,66,SALTA,70,IRUYA,2014,1,5,2,0,2,1,0,0,0
32,Argentina,NOA,66,SALTA,70,IRUYA,2017,2,6,2,0,3,1,0,0,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2009,71,270,6,30,117,87,1,6,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2010,72,242,16,16,144,55,6,5,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2011,30,85,5,4,52,18,5,1,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2013,6,26,1,2,19,4,0,0,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2014,6,22,0,1,6,15,0,0,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2015,5,14,0,1,10,3,0,0,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2016,5,9,1,0,4,3,0,1,0
32,Argentina,CENTRO,14,CORDOBA,49,ISCHILIN,2017,20,64,4,0,37,19,1,3,0
32,Argentina,NEA,30,ENTRE RIOS,63,ISLAS DEL IBICUY,2015,3,7,0,2,1,2,0,0,0
32,Argentina,NEA,30,ENTRE RIOS,63,ISLAS DEL IBICUY,2016,216,494,17,5,277,94,0,14,0
32,Argentina,NEA,30,ENTRE RIOS,63,ISLAS DEL IBICUY,2017,1,1,0,0,1,0,0,0,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2009,1,2,0,0,0,0,0,0,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2010,55,223,17,6,144,45,0,6,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2011,64,229,28,32,114,50,0,1,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2012,52,163,16,11,96,32,0,0,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2013,68,158,29,5,64,51,0,0,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2014,39,110,11,6,61,27,0,0,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2015,47,124,12,5,66,33,0,1,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2016,12,18,3,0,4,9,0,0,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,2017,9,12,2,0,6,4,0,0,0
32,Argentina,NEA,18,CORRIENTES,77,ITATI,Sin dato,1,2,0,0,2,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,410,ITUZAINGO,2011,1,4,0,0,3,0,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,410,ITUZAINGO,2013,2,2,0,0,1,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,410,ITUZAINGO,2014,1,2,0,0,0,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,410,ITUZAINGO,2015,3,7,0,0,6,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,410,ITUZAINGO,2016,2,3,0,0,3,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,410,ITUZAINGO,2017,5,5,0,0,2,3,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,410,ITUZAINGO,Sin dato,5,5,0,0,1,1,0,0,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2009,15,59,7,1,24,25,0,0,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2010,60,282,20,7,188,66,1,0,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2011,44,186,20,6,100,52,0,7,1
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2012,6,23,3,2,10,7,0,0,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2013,10,30,4,0,13,11,0,0,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2014,2,2,0,0,0,1,0,0,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2015,30,111,6,2,49,34,3,6,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2016,4,12,0,1,0,3,2,1,0
32,Argentina,NEA,18,CORRIENTES,84,ITUZAINGO,2017,3,6,0,0,3,1,0,2,0
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2009,7,24,0,1,10,6,5,0,0
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2010,387,1591,119,79,845,462,16,45,1
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2011,270,858,62,49,440,245,25,35,2
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2012,146,437,19,19,232,145,5,15,2
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2013,164,456,14,15,270,106,9,12,1
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2014,183,521,13,15,298,140,3,18,1
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2016,7,21,0,0,10,3,0,1,0
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,2017,29,61,4,0,38,15,0,4,0
32,Argentina,CUYO,70,SAN JUAN,56,JACHAL,Sin dato,13,28,1,0,12,3,0,2,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,91,JIMENEZ,2010,53,243,31,8,199,5,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,91,JIMENEZ,2011,10,28,2,2,20,3,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,91,JIMENEZ,2012,16,63,3,5,45,10,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,91,JIMENEZ,2016,5,19,1,0,10,5,0,2,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,91,JIMENEZ,2017,5,26,2,0,16,5,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,412,JOSE C PAZ,2011,1,2,0,0,0,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,412,JOSE C PAZ,2012,2,5,0,0,1,3,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,412,JOSE C PAZ,2013,6,23,0,0,5,14,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,412,JOSE C PAZ,2017,2,2,0,0,0,2,0,0,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2009,6,21,3,0,15,1,0,0,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2011,24,83,6,1,43,21,1,11,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2012,233,773,60,22,382,221,2,86,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2013,68,132,16,5,41,51,0,17,1
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2014,60,133,11,5,38,55,0,15,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2015,42,96,3,6,32,33,0,14,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2016,12,16,0,0,8,5,0,0,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,2017,40,85,13,0,27,33,0,12,0
32,Argentina,NOA,90,TUCUMAN,42,JUAN BAUTISTA ALBERDI,Sin dato,52,113,8,0,71,21,0,4,0
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2009,42,161,10,18,82,43,0,6,0
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2010,160,557,38,31,337,117,7,26,1
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2011,267,934,84,36,590,194,2,26,2
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2012,64,194,19,6,136,29,0,3,1
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2013,34,119,9,6,72,29,0,1,1
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2014,21,58,3,3,30,11,0,6,0
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2015,18,44,4,4,14,12,1,1,0
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2016,36,98,3,3,49,26,0,4,0
32,Argentina,CENTRO,82,SANTA FE,98,JUAN F IBARRA,2017,29,94,5,0,44,31,0,14,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2009,2,10,0,0,10,0,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2010,190,785,106,29,568,60,1,11,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2011,66,248,48,11,173,16,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2012,27,130,14,3,83,28,1,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2013,2,7,2,0,4,1,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2015,4,19,0,3,14,1,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2016,19,72,9,2,46,8,0,1,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,2017,17,51,4,0,33,14,0,0,0
32,Argentina,NOA,86,SANTIAGO DEL ESTERO,98,JUAN F IBARRA,Sin dato,2,9,0,0,7,0,0,0,0
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2009,7,23,3,0,12,7,1,0,0
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2010,4,15,1,1,7,5,0,1,0
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2011,17,38,0,3,17,13,0,5,0
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2012,5,14,0,3,6,2,0,2,1
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2013,21,71,4,10,16,23,1,14,1
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2014,3,9,0,0,1,5,0,2,1
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2016,46,51,0,0,25,25,0,1,0
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,2017,60,62,0,0,56,6,0,0,0
32,Argentina,CUYO,74,SAN LUIS,56,JUAN MARTIN DE PUEYRREDON,Sin dato,2,8,0,0,1,5,0,2,0
32,Argentina,CENTRO,14,CORDOBA,56,JUAREZ CELMAN,2011,4,4,0,0,0,4,0,0,0
32,Argentina,CENTRO,14,CORDOBA,56,JUAREZ CELMAN,2013,1,1,0,0,1,0,0,0,0
32,Argentina,CENTRO,14,CORDOBA,56,JUAREZ CELMAN,2015,6,20,0,1,10,4,0,0,0
32,Argentina,CENTRO,14,CORDOBA,56,JUAREZ CELMAN,2016,2,6,0,0,1,5,0,0,0
32,Argentina,CENTRO,14,CORDOBA,56,JUAREZ CELMAN,2017,1,1,0,0,1,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,2011,2,10,1,4,1,4,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,2012,9,32,1,0,13,15,1,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,2013,13,34,2,2,12,14,0,3,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,2014,12,42,3,2,11,15,0,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,2015,11,23,1,1,4,14,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,2016,18,55,8,1,30,9,0,6,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,2017,19,31,0,0,14,13,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,413,JUNIN,Sin dato,2,5,0,0,5,0,0,0,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2009,4,13,1,0,6,4,0,2,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2010,9,31,1,1,20,8,0,1,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2011,9,30,6,5,7,8,2,2,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2012,59,194,5,5,95,63,0,26,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2013,135,460,17,69,210,126,0,27,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2014,82,235,3,8,101,59,0,22,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2015,40,107,2,2,36,22,0,26,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2016,13,29,0,0,17,6,0,3,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,2017,121,258,5,0,189,42,0,22,0
32,Argentina,CUYO,50,MENDOZA,35,JUNIN,Sin dato,2,7,0,0,2,3,0,0,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2009,29,108,9,9,70,17,0,3,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2010,83,262,10,36,149,55,0,10,1
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2011,44,126,9,11,57,31,2,14,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2012,13,36,3,2,19,10,0,2,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2013,43,137,3,2,77,41,4,8,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2014,7,28,0,0,17,10,0,1,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2016,24,26,0,0,12,13,0,1,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,2017,31,34,0,0,31,3,0,0,0
32,Argentina,CUYO,74,SAN LUIS,49,JUNIN,Sin dato,2,6,0,1,0,2,0,3,0
32,Argentina,NOA,66,SALTA,77,LA CALDERA,2010,1,3,0,0,3,0,0,0,0
32,Argentina,NOA,66,SALTA,77,LA CALDERA,2012,1,5,0,0,2,1,0,2,0
32,Argentina,NOA,66,SALTA,77,LA CALDERA,2013,13,48,7,3,18,8,0,11,0
32,Argentina,NOA,66,SALTA,77,LA CALDERA,2014,18,57,4,0,32,13,0,5,0
32,Argentina,NOA,66,SALTA,77,LA CALDERA,2015,4,13,0,0,3,4,0,4,0
32,Argentina,NOA,66,SALTA,77,LA CALDERA,2017,6,18,2,0,9,4,0,3,0
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,2009,18,91,7,5,58,17,0,3,0
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,2010,50,207,17,8,125,45,7,4,1
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,2011,15,60,6,1,28,16,1,7,0
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,2013,41,164,7,5,76,53,9,12,0
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,2014,4,19,1,0,9,7,2,0,0
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,2015,1,2,0,0,1,1,0,0,0
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,2017,41,154,8,0,84,44,0,18,0
32,Argentina,NOA,66,SALTA,84,LA CANDELARIA,Sin dato,1,4,0,0,2,2,0,0,0
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2009,7,29,3,2,15,9,0,0,0
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2010,123,563,56,89,276,119,2,18,2
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2011,336,967,77,65,510,259,1,50,5
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2012,148,372,40,12,241,72,0,6,1
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2013,34,86,8,8,33,29,2,5,0
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2014,6,22,0,0,10,10,0,1,0
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2015,8,30,0,0,12,7,0,1,0
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2016,45,107,3,11,40,24,0,6,0
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,2017,58,123,10,1,76,29,0,7,0
32,Argentina,CENTRO,82,SANTA FE,63,LA CAPITAL,Sin dato,24,56,6,0,37,8,0,0,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2009,6,16,0,1,10,4,0,1,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2010,12,50,3,1,27,9,6,4,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2011,15,52,3,2,22,20,1,4,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2012,284,1003,89,40,497,282,4,89,2
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2013,70,144,15,2,61,48,0,17,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2014,98,262,35,4,99,98,2,13,1
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2015,86,216,11,7,74,79,0,23,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2016,11,18,1,0,5,10,0,2,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,2017,29,67,12,0,25,28,0,2,0
32,Argentina,NOA,90,TUCUMAN,49,LA COCHA,Sin dato,34,80,11,0,48,12,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,420,LA COSTA,2010,1,3,0,1,2,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,420,LA COSTA,2011,1,4,0,0,3,1,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,420,LA COSTA,2013,1,1,0,0,1,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,420,LA COSTA,2016,5,6,0,0,6,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,420,LA COSTA,2017,1,2,0,0,2,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2009,2,5,0,0,3,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2010,89,309,25,14,158,94,3,13,2
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2011,21,53,3,4,25,16,0,5,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2012,20,53,3,4,26,11,0,9,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2013,15,41,4,7,12,15,0,1,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2014,2,6,0,0,4,2,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2015,14,15,1,0,10,0,0,4,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2016,2,3,0,0,3,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,2017,12,12,0,0,3,7,0,2,0
32,Argentina,CENTRO,6,BUENOS AIRES,427,LA MATANZA,Sin dato,1,2,0,0,0,0,0,0,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2009,35,131,9,7,67,36,0,2,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2010,70,229,11,6,141,63,0,7,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2011,28,91,5,5,37,34,0,10,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2012,50,136,17,10,62,29,0,17,1
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2013,2,2,0,0,1,1,0,0,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2014,3,5,0,0,0,1,0,1,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2016,7,10,0,0,10,0,0,0,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,2017,29,51,1,0,32,9,0,9,0
32,Argentina,CUYO,50,MENDOZA,42,LA PAZ,Sin dato,1,1,0,1,0,0,0,0,0
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2009,37,157,5,6,100,33,1,1,0
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2010,323,1305,135,58,888,198,4,18,1
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2011,89,314,42,12,178,70,1,8,3
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2012,28,105,11,2,49,37,2,4,0
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2013,55,235,16,9,118,70,2,10,0
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2014,75,276,17,12,117,101,4,8,0
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2015,36,123,10,0,56,40,1,11,0
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2016,69,218,17,8,119,47,1,7,1
32,Argentina,NEA,30,ENTRE RIOS,70,LA PAZ,2017,25,56,1,0,40,15,0,0,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2010,76,283,43,44,179,17,0,0,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2011,9,35,5,13,14,2,0,1,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2012,67,248,27,39,123,51,0,8,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2013,11,42,1,7,22,7,2,0,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2014,10,28,0,1,12,13,0,1,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2015,16,51,3,4,23,14,0,1,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2016,16,33,3,0,19,8,0,1,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,2017,28,61,2,0,33,21,0,5,0
32,Argentina,NOA,10,CATAMARCA,70,LA PAZ,Sin dato,1,1,0,0,1,0,0,0,0
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2009,31,139,15,5,68,45,0,3,1
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2010,117,439,33,30,274,87,0,12,3
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2011,155,603,72,73,305,127,4,19,3
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2012,325,1057,134,56,529,270,2,56,8
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2013,333,1109,160,65,595,213,3,23,1
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2014,117,372,38,25,200,71,4,9,1
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2015,353,907,113,61,469,183,4,10,4
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2016,596,1390,195,9,926,235,0,20,0
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,2017,3114,7822,1158,16,4863,1607,0,176,1
32,Argentina,CENTRO,6,BUENOS AIRES,441,LA PLATA,Sin dato,724,2049,308,49,1266,217,2,11,2
32,Argentina,NOA,66,SALTA,91,LA POMA,2010,111,636,73,66,323,149,2,21,0
32,Argentina,NOA,66,SALTA,91,LA POMA,2011,16,47,6,4,30,4,0,3,0
32,Argentina,NOA,66,SALTA,91,LA POMA,2012,17,70,12,5,41,12,0,0,0
32,Argentina,NOA,66,SALTA,91,LA POMA,2013,24,145,14,13,79,29,0,5,0
32,Argentina,NOA,66,SALTA,91,LA POMA,2014,3,11,0,1,9,1,0,0,0
32,Argentina,NOA,66,SALTA,91,LA POMA,2015,3,8,0,1,5,1,0,0,0
32,Argentina,NOA,66,SALTA,91,LA POMA,2017,15,33,7,1,11,12,0,2,0
32,Argentina,NOA,66,SALTA,98,LA VIÑA,2010,7,21,0,0,11,9,0,0,0
32,Argentina,NOA,66,SALTA,98,LA VIÑA,2011,12,46,2,3,22,15,0,3,1
32,Argentina,NOA,66,SALTA,98,LA VIÑA,2012,2,6,0,0,0,4,0,2,0
32,Argentina,NOA,66,SALTA,98,LA VIÑA,2013,5,16,1,4,6,1,1,3,0
32,Argentina,NOA,66,SALTA,98,LA VIÑA,2015,1,4,0,1,0,3,0,0,0
