cod_pais;nom_pais;region;cod_provincia;nom_provincia;cod_depto;nom_depto;Cant_de_naf;año_de_registro;integ_del_NAF;integ_menores_de_edad;integ_mayores_de_edad;integ_que_trabajan_en_el_predio;cant_de_mujeres_integrantes_del_NAF;cant_de_varones_integrantes_del_NAF
32;Argentina;CENTRO;6;BUENOS AIRES;686;ROJAS;2;2013;6;0;6;2;3;3
32;Argentina;CENTRO;6;BUENOS AIRES;686;ROJAS;6;2017;14;0;14;0;5;9
32;Argentina;CENTRO;6;BUENOS AIRES;693;ROQUE PEREZ;9;2010;26;7;19;16;12;14
32;Argentina;CENTRO;6;BUENOS AIRES;693;ROQUE PEREZ;11;2013;31;8;23;20;15;16
32;Argentina;CENTRO;6;BUENOS AIRES;693;ROQUE PEREZ;6;2014;17;8;9;9;11;6
32;Argentina;CENTRO;6;BUENOS AIRES;693;ROQUE PEREZ;7;2015;14;0;14;14;3;11
32;Argentina;CENTRO;6;BUENOS AIRES;693;ROQUE PEREZ;2;2016;7;3;4;2;5;2
32;Argentina;CENTRO;6;BUENOS AIRES;693;ROQUE PEREZ;7;2017;11;3;8;2;5;5
32;Argentina;CENTRO;6;BUENOS AIRES;693;ROQUE PEREZ;1;Sin dato;1;0;1;1;0;1
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;44;2009;163;66;97;87;79;84
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;205;2010;674;260;414;378;326;348
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;149;2011;454;178;276;263;206;248
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;153;2012;403;145;258;250;171;232
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;43;2013;135;52;83;79;63;72
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;91;2014;228;83;145;120;102;126
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;16;2015;35;12;23;19;20;15
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;57;2016;153;44;109;90;75;78
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;65;2017;128;28;100;13;52;76
32;Argentina;CENTRO;82;SANTA FE;84;ROSARIO;15;Sin dato;29;9;20;22;7;22
32;Argentina;NOA;66;SALTA;140;ROSARIO DE LA FRONTERA;1;2015;2;0;2;2;1;1
32;Argentina;NOA;66;SALTA;140;ROSARIO DE LA FRONTERA;44;2017;134;35;99;0;64;70
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;154;2010;697;283;414;556;345;352
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;44;2011;170;46;124;124;76;94
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;14;2012;49;16;33;39;22;27
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;27;2013;80;23;57;58;35;45
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;5;2014;11;3;8;10;6;5
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;2;2015;5;2;3;4;4;1
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;1;2016;1;0;1;1;0;1
32;Argentina;NOA;66;SALTA;147;ROSARIO DE LERMA;7;2017;16;3;13;4;6;10
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;53;2009;214;69;145;151;102;112
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;165;2010;619;254;365;439;307;312
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;50;2011;181;70;111;151;91;90
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;226;2012;420;111;309;364;202;218
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;150;2013;178;15;162;163;87;91
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;11;2014;44;16;28;31;24;20
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;3;2016;9;4;5;0;6;3
32;Argentina;CUYO;46;LA RIOJA;112;ROSARIO VERA PEÑALOZA;13;2017;43;12;31;14;20;23
32;Argentina;CENTRO;6;BUENOS AIRES;700;SAAVEDRA;1;2011;3;1;2;3;2;1
32;Argentina;CENTRO;6;BUENOS AIRES;700;SAAVEDRA;2;2012;5;0;5;5;3;2
32;Argentina;CENTRO;6;BUENOS AIRES;700;SAAVEDRA;2;2013;4;2;2;2;2;2
32;Argentina;CENTRO;6;BUENOS AIRES;700;SAAVEDRA;3;2016;16;6;10;0;8;8
32;Argentina;CENTRO;6;BUENOS AIRES;700;SAAVEDRA;1;Sin dato;1;0;1;0;0;1
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;89;2009;399;173;223;233;201;198
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;186;2010;742;339;403;490;388;354
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;135;2011;475;203;272;314;229;246
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;39;2012;125;43;82;98;68;57
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;4;2013;18;6;12;10;11;7
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;5;2014;27;16;11;11;16;11
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;21;2015;74;21;53;64;36;38
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;1;2016;4;2;2;0;1;2
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;3;2017;8;2;6;1;3;5
32;Argentina;NEA;18;CORRIENTES;126;SALADAS;2;Sin dato;10;2;8;6;5;5
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;14;2010;30;2;28;28;12;18
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;1;2011;1;0;1;1;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;7;2012;22;5;17;15;8;14
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;12;2013;24;3;21;16;10;14
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;12;2014;35;8;27;24;19;16
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;3;2015;5;0;5;5;1;4
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;6;2016;11;3;8;2;5;6
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;9;2017;13;3;10;0;6;7
32;Argentina;CENTRO;6;BUENOS AIRES;707;SALADILLO;1;Sin dato;1;0;1;1;0;1
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;22;2009;103;53;50;71;55;48
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;164;2010;704;310;394;451;331;373
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;275;2011;1302;618;684;787;613;689
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;87;2012;381;178;203;234;178;203
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;6;2013;21;10;11;11;11;10
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;2;2016;9;3;6;5;4;5
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;3;2017;9;0;9;6;4;5
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;168;SALAVINA;2;Sin dato;8;0;8;7;2;6
32;Argentina;CENTRO;6;BUENOS AIRES;714;SALTO;13;2010;49;24;25;25;23;26
32;Argentina;CENTRO;6;BUENOS AIRES;714;SALTO;3;2012;13;7;6;3;6;7
32;Argentina;CENTRO;6;BUENOS AIRES;714;SALTO;5;2013;9;1;8;6;6;3
32;Argentina;CENTRO;6;BUENOS AIRES;714;SALTO;3;2017;8;2;6;0;3;5
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;12;2009;50;22;28;37;23;27
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;121;2010;411;159;252;273;206;205
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;27;2011;115;49;66;100;54;61
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;16;2012;40;17;23;32;17;23
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;19;2013;46;13;33;38;21;25
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;12;2014;35;12;23;26;21;14
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;10;2015;34;13;21;26;16;18
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;16;2016;60;26;34;16;28;31
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;44;2017;135;39;96;6;70;62
32;Argentina;CENTRO;14;CORDOBA;126;SAN ALBERTO;1;Sin dato;1;0;1;1;1;0
32;Argentina;CENTRO;6;BUENOS AIRES;728;SAN ANDRES DE GILES;32;2012;74;15;59;56;35;39
32;Argentina;CENTRO;6;BUENOS AIRES;728;SAN ANDRES DE GILES;16;2013;34;8;26;28;10;24
32;Argentina;CENTRO;6;BUENOS AIRES;728;SAN ANDRES DE GILES;2;2015;5;0;5;5;1;4
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;8;2010;9;0;9;9;1;8
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;2;2012;6;0;6;6;5;1
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;6;2013;7;0;7;7;0;7
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;19;2016;62;22;40;0;36;26
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;8;2017;29;13;16;0;13;16
32;Argentina;NOA;38;JUJUY;56;SAN ANTONIO;1;Sin dato;6;0;6;5;2;4
32;Argentina;PATAGONIA;62;RIO NEGRO;77;SAN ANTONIO;2;2011;10;5;5;7;6;4
32;Argentina;PATAGONIA;62;RIO NEGRO;77;SAN ANTONIO;5;2017;6;0;6;0;0;6
32;Argentina;CENTRO;6;BUENOS AIRES;735;SAN ANTONIO DE ARECO;1;2011;1;0;1;1;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;735;SAN ANTONIO DE ARECO;29;2012;65;14;51;45;26;39
32;Argentina;CENTRO;6;BUENOS AIRES;735;SAN ANTONIO DE ARECO;1;2014;1;0;1;1;0;1
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;40;2010;144;57;87;84;63;81
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;9;2011;33;13;20;21;13;20
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;57;2012;202;61;141;155;89;113
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;15;2013;44;15;29;21;23;21
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;4;2014;9;3;6;6;3;6
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;4;2015;4;0;4;4;2;2
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;2;2016;5;3;2;0;4;1
32;Argentina;CUYO;46;LA RIOJA;119;SAN BLAS DE LOS SAUCES;6;2017;18;8;10;1;9;9
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;22;2009;75;40;35;43;36;39
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;109;2010;382;157;225;234;188;194
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;4;2011;8;1;7;7;3;5
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;27;2012;106;41;65;67;50;56
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;13;2013;52;10;42;34;24;28
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;2;2014;2;0;2;2;1;1
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;9;2015;17;1;16;15;11;6
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;7;2016;14;3;11;1;5;9
32;Argentina;CUYO;50;MENDOZA;91;SAN CARLOS;32;2017;90;22;68;3;33;51
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;69;2010;289;128;161;189;136;153
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;66;2011;273;107;166;214;145;128
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;35;2012;137;58;79;85;65;72
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;67;2013;226;85;141;119;94;132
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;49;2014;175;77;98;97;82;93
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;5;2015;27;11;16;19;14;13
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;1;2016;3;0;3;3;1;2
32;Argentina;NOA;66;SALTA;154;SAN CARLOS;25;2017;86;28;58;8;46;40
32;Argentina;CENTRO;6;BUENOS AIRES;742;SAN CAYETANO;1;2011;5;1;4;5;4;1
32;Argentina;CENTRO;6;BUENOS AIRES;742;SAN CAYETANO;1;2017;1;0;1;1;1;0
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;31;2009;121;43;78;90;54;67
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;76;2010;257;95;162;187;128;129
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;78;2011;160;52;108;128;81;79
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;18;2012;31;5;26;26;15;16
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;27;2013;88;37;51;50;51;37
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;42;2014;134;34;100;107;59;75
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;28;2015;89;16;73;63;40;49
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;17;2016;53;16;36;31;24;29
32;Argentina;NEA;18;CORRIENTES;133;SAN COSME;15;2017;45;15;30;1;28;16
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;130;2010;535;239;296;286;270;265
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;68;2011;294;143;151;131;135;159
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;24;2012;46;7;39;34;23;23
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;12;2013;51;24;27;23;25;26
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;26;2014;93;33;60;61;50;43
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;7;2015;22;6;16;17;8;14
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;18;2016;39;9;30;20;17;22
32;Argentina;CENTRO;82;SANTA FE;91;SAN CRISTOBAL;31;2017;74;21;53;14;34;34
32;Argentina;CENTRO;6;BUENOS AIRES;749;SAN FERNANDO;38;2011;135;51;84;94;73;62
32;Argentina;CENTRO;6;BUENOS AIRES;749;SAN FERNANDO;1;2012;2;0;2;1;1;1
32;Argentina;CENTRO;6;BUENOS AIRES;749;SAN FERNANDO;18;2014;70;39;31;30;29;41
32;Argentina;CENTRO;6;BUENOS AIRES;749;SAN FERNANDO;1;2016;1;0;1;0;0;1
32;Argentina;CENTRO;6;BUENOS AIRES;749;SAN FERNANDO;6;2017;7;0;7;1;3;4
32;Argentina;CENTRO;6;BUENOS AIRES;749;SAN FERNANDO;5;Sin dato;11;1;10;5;5;6
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;1;2010;3;0;3;3;1;2
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;15;2011;48;14;34;36;23;25
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;12;2012;36;17;19;23;21;15
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;6;2013;19;6;13;14;10;9
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;18;2014;57;12;45;48;24;33
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;12;2015;43;12;31;33;22;21
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;16;2016;25;4;21;4;8;17
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;76;2017;229;64;165;3;100;122
32;Argentina;NEA;22;CHACO;140;SAN FERNANDO;18;Sin dato;65;22;43;19;28;37
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;85;2009;320;168;152;204;168;152
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;115;2010;385;201;184;226;193;192
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;147;2011;546;283;263;318;261;285
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;42;2012;115;42;73;77;50;65
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;21;2013;48;14;34;32;30;18
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;63;2014;143;41;102;96;64;79
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;64;2015;163;42;121;107;73;90
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;9;2016;27;10;17;9;12;15
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;62;2017;202;75;127;11;94;107
32;Argentina;NEA;54;MISIONES;98;SAN IGNACIO;16;Sin dato;41;14;27;18;18;23
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;23;2009;98;32;65;73;49;49
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;173;2010;529;192;337;356;268;261
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;30;2011;99;35;64;72;54;45
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;42;2012;141;42;99;107;72;69
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;28;2013;57;8;48;51;25;32
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;59;2014;223;98;125;148;104;119
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;40;2015;173;66;107;123;73;100
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;18;2016;66;20;46;33;33;32
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;48;2017;150;46;104;12;72;71
32;Argentina;CENTRO;14;CORDOBA;133;SAN JAVIER;20;Sin dato;93;28;64;57;37;55
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;11;2009;41;20;21;26;22;19
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;90;2010;337;165;172;216;154;183
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;40;2011;135;68;67;77;62;73
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;37;2012;112;47;65;69;60;52
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;3;2013;9;4;5;5;5;4
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;140;2014;459;198;261;300;251;208
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;80;2015;261;100;161;166;133;128
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;8;2016;29;13;16;4;13;14
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;160;2017;443;156;287;30;202;234
32;Argentina;NEA;54;MISIONES;105;SAN JAVIER;27;Sin dato;78;20;58;38;44;34
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;10;2009;35;12;23;21;16;19
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;119;2010;442;202;240;250;208;234
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;32;2011;92;31;61;52;42;50
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;75;2012;264;105;159;145;116;148
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;47;2013;138;48;90;87;64;74
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;56;2014;136;46;90;83;57;79
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;7;2015;24;10;14;11;11;13
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;20;2016;45;15;30;17;17;28
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;5;2017;8;2;6;0;4;4
32;Argentina;CENTRO;82;SANTA FE;105;SAN JERONIMO;10;Sin dato;24;6;18;14;9;15
32;Argentina;CENTRO;14;CORDOBA;140;SAN JUSTO;58;2011;59;0;59;59;5;54
32;Argentina;CENTRO;14;CORDOBA;140;SAN JUSTO;2;2012;4;2;2;2;2;2
32;Argentina;CENTRO;14;CORDOBA;140;SAN JUSTO;3;2013;12;7;5;10;5;7
32;Argentina;CENTRO;14;CORDOBA;140;SAN JUSTO;3;2015;6;0;6;6;3;3
32;Argentina;CENTRO;82;SANTA FE;112;SAN JUSTO;12;2010;26;8;18;19;13;13
32;Argentina;CENTRO;82;SANTA FE;112;SAN JUSTO;23;2011;95;32;63;53;48;47
32;Argentina;CENTRO;82;SANTA FE;112;SAN JUSTO;3;2012;11;4;7;5;5;6
32;Argentina;CENTRO;82;SANTA FE;112;SAN JUSTO;1;2013;2;0;2;2;1;1
32;Argentina;CENTRO;82;SANTA FE;112;SAN JUSTO;3;2015;14;5;9;6;7;7
32;Argentina;CENTRO;82;SANTA FE;112;SAN JUSTO;2;2016;6;0;6;4;2;4
32;Argentina;CENTRO;82;SANTA FE;112;SAN JUSTO;1;2017;6;2;4;0;2;4
32;Argentina;CENTRO;82;SANTA FE;119;SAN LORENZO;4;2010;15;5;10;8;5;10
32;Argentina;CENTRO;82;SANTA FE;119;SAN LORENZO;17;2011;53;22;31;33;25;28
32;Argentina;CENTRO;82;SANTA FE;119;SAN LORENZO;6;2012;18;7;11;11;8;10
32;Argentina;CENTRO;82;SANTA FE;119;SAN LORENZO;3;2013;8;1;7;6;4;4
32;Argentina;CENTRO;82;SANTA FE;119;SAN LORENZO;20;2014;52;17;35;30;24;28
32;Argentina;CENTRO;82;SANTA FE;119;SAN LORENZO;4;2016;11;4;7;5;9;2
32;Argentina;CENTRO;82;SANTA FE;119;SAN LORENZO;3;2017;3;0;3;0;0;3
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;21;2011;69;23;46;52;36;33
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;2;2013;5;0;5;5;3;2
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;30;2014;109;32;77;88;45;64
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;35;2015;133;33;100;98;62;71
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;90;2017;246;65;181;14;117;129
32;Argentina;NEA;22;CHACO;147;SAN LORENZO;1;Sin dato;2;0;2;2;1;1
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;12;2009;48;14;34;42;24;24
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;127;2010;500;226;274;317;236;264
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;75;2011;202;56;146;160;105;97
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;32;2012;111;41;70;72;52;59
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;2;2013;15;8;7;6;10;5
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;15;2014;57;22;35;41;27;30
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;21;2015;73;32;41;52;38;35
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;8;2016;43;20;23;17;23;20
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;4;2017;17;3;14;0;9;8
32;Argentina;NEA;18;CORRIENTES;140;SAN LUIS DEL PALMAR;1;Sin dato;4;2;2;2;3;1
32;Argentina;CENTRO;82;SANTA FE;126;SAN MARTIN;9;2010;33;12;21;21;14;19
32;Argentina;CENTRO;82;SANTA FE;126;SAN MARTIN;6;2011;26;12;14;10;9;17
32;Argentina;CENTRO;82;SANTA FE;126;SAN MARTIN;1;2013;3;1;2;2;1;2
32;Argentina;CENTRO;82;SANTA FE;126;SAN MARTIN;1;2014;2;0;2;2;1;1
32;Argentina;CENTRO;82;SANTA FE;126;SAN MARTIN;2;2016;5;0;5;2;2;3
32;Argentina;CENTRO;82;SANTA FE;126;SAN MARTIN;10;2017;23;5;18;5;11;12
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;13;2009;37;12;25;28;18;19
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;86;2010;332;111;221;181;164;168
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;55;2011;225;95;130;122;119;106
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;183;2012;598;135;463;426;303;295
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;325;2013;1033;263;762;648;485;548
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;171;2014;468;121;346;293;220;248
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;112;2015;302;58;244;195;154;148
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;61;2016;161;42;118;21;74;83
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;325;2017;721;117;602;95;302;381
32;Argentina;CUYO;50;MENDOZA;98;SAN MARTIN;6;Sin dato;13;0;13;6;6;7
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;29;2010;106;29;77;74;56;50
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;44;2011;166;66;100;116;91;75
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;49;2012;189;60;129;132;93;96
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;48;2013;186;66;120;96;94;92
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;38;2014;127;39;88;86;67;60
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;12;2015;36;10;26;21;20;16
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;1;2016;3;0;3;3;1;2
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;10;2017;32;10;22;0;9;23
32;Argentina;CUYO;70;SAN JUAN;91;SAN MARTIN;3;Sin dato;8;0;8;5;4;4
32;Argentina;NEA;18;CORRIENTES;147;SAN MARTIN;10;2010;39;21;18;20;18;21
32;Argentina;NEA;18;CORRIENTES;147;SAN MARTIN;2;2011;7;3;4;4;4;3
32;Argentina;NEA;18;CORRIENTES;147;SAN MARTIN;16;2013;41;15;26;27;18;23
32;Argentina;NEA;18;CORRIENTES;147;SAN MARTIN;11;2014;28;9;19;19;12;16
32;Argentina;NEA;18;CORRIENTES;147;SAN MARTIN;8;2015;33;20;13;23;18;15
32;Argentina;NEA;18;CORRIENTES;147;SAN MARTIN;11;2016;43;20;23;1;21;22
32;Argentina;NEA;18;CORRIENTES;147;SAN MARTIN;35;2017;118;45;73;0;58;59
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;3;2009;17;11;6;6;9;8
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;166;2010;708;319;389;426;371;337
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;203;2011;839;384;455;518;408;431
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;10;2012;38;20;18;16;20;18
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;2;2013;6;1;5;5;3;3
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;3;2014;16;5;11;13;9;7
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;13;2015;40;14;26;24;21;19
32;Argentina;NOA;86;SANTIAGO DEL ESTERO;175;SAN MARTIN;8;2016;31;7;24;6;17;14
